Time	root mean square voltage																			
	0.50V (±0.005)		1.00V (±0.005 V)		1.50 V (±0.005 V)		2.00 V (±0.005 V)		2.50V (±0.005 V)		3.00V  (±0.005 V)		3.50V  (±0.005 V)		4.00V  (±0.005 V)		4.50V  (±0.005 V)		5.00V  (±0.005 V)	
	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)
3.27	0.497	-0.0042	0.687	-0.0054	1.74	-0.0151	1.82	0.0299	2.371	0.0396	3.675	-0.013	3.465	0.0568	4.329	-0.0401	4.963	0.0734	4.963	0.0607
3.271	0.444	-0.0045	0.691	0.0037	1.568	-0.0154	2.185	0.0354	2.813	0.0411	3.349	-0.0296	4.07	0.0559	3.895	-0.0407	4.963	0.0402	4.963	-0.0009
3.272	0.396	-0.0039	0.804	0.0136	1.399	-0.0154	2.452	0.0194	3.074	0.016	3.016	-0.0302	4.399	0.0188	3.474	-0.0404	4.963	-0.0205	4.963	-0.0483
3.273	0.352	-0.0033	0.984	0.0182	1.241	-0.0142	2.423	-0.0117	2.953	-0.0208	2.693	-0.0299	4.209	-0.0305	3.096	-0.0314	4.963	-0.0456	4.963	-0.051
3.274	0.342	0.0015	1.158	0.0148	1.137	-0.0066	2.201	-0.0193	2.678	-0.0241	2.39	-0.0274	3.813	-0.0356	2.981	-0.0009	4.534	-0.0459	4.636	-0.0507
3.275	0.393	0.007	1.182	-0.0024	1.179	0.0094	1.982	-0.0199	2.409	-0.0247	2.228	-0.0081	3.432	-0.0362	3.252	0.0366	4.051	-0.0462	4.123	-0.0483
3.276	0.491	0.0106	1.08	-0.0087	1.378	0.0227	1.769	-0.0196	2.145	-0.0244	2.356	0.0206	3.054	-0.035	3.832	0.0611	3.602	-0.0404	3.79	-0.0214
3.277	0.585	0.0085	0.976	-0.009	1.665	0.0287	1.569	-0.0178	1.91	-0.0199	2.751	0.0438	2.728	-0.0266	4.514	0.0641	3.392	-0.0093	3.901	0.0242
3.278	0.589	-0.0024	0.874	-0.009	1.907	0.0182	1.456	-0.0054	1.827	-0.0009	3.278	0.0511	2.65	0.0022	4.93	0.0269	3.617	0.0336	4.459	0.0632
3.279	0.537	-0.0045	0.774	-0.009	1.909	-0.0063	1.542	0.0145	2	0.023	3.686	0.0303	2.923	0.0348	4.786	-0.0299	4.215	0.065	4.963	0.0819
3.28	0.486	-0.0042	0.695	-0.006	1.74	-0.0151	1.817	0.0303	2.375	0.0393	3.68	-0.013	3.457	0.0559	4.347	-0.0404	4.963	0.0747	4.963	0.0602
3.281	0.434	-0.0045	0.692	0.0034	1.568	-0.0154	2.183	0.0354	2.813	0.0417	3.353	-0.0293	4.063	0.0562	3.911	-0.041	4.963	0.0423	4.963	-0.0006
3.282	0.385	-0.0042	0.801	0.0133	1.399	-0.0154	2.457	0.02	3.075	0.0163	3.022	-0.0305	4.398	0.0197	3.489	-0.0401	4.963	-0.0187	4.963	-0.0483
3.283	0.342	-0.0033	0.977	0.0185	1.241	-0.0142	2.431	-0.0114	2.959	-0.0205	2.698	-0.0299	4.214	-0.0299	3.112	-0.0323	4.963	-0.0453	4.963	-0.0507
3.284	0.339	0.0022	1.151	0.0145	1.133	-0.0069	2.21	-0.0196	2.682	-0.0244	2.396	-0.0274	3.819	-0.0356	2.988	-0.0012	4.557	-0.0462	4.633	-0.051
3.285	0.394	0.0073	1.175	-0.0021	1.169	0.0091	1.99	-0.0196	2.414	-0.025	2.228	-0.0084	3.437	-0.0356	3.257	0.0357	4.075	-0.0462	4.122	-0.048
3.286	0.496	0.0112	1.073	-0.0087	1.366	0.0227	1.776	-0.0196	2.15	-0.0244	2.353	0.02	3.058	-0.0353	3.831	0.0607	3.624	-0.0407	3.788	-0.0217
3.287	0.594	0.0088	0.971	-0.009	1.654	0.0287	1.575	-0.0178	1.913	-0.0202	2.743	0.0435	2.73	-0.0269	4.514	0.0638	3.41	-0.0093	3.901	0.0242
3.288	0.601	-0.0021	0.868	-0.0093	1.9	0.0191	1.459	-0.006	1.826	-0.0012	3.272	0.0514	2.646	0.0012	4.928	0.0269	3.628	0.0327	4.461	0.0632
3.289	0.549	-0.0042	0.769	-0.0084	1.911	-0.006	1.54	0.0142	1.994	0.0227	3.683	0.0311	2.912	0.0342	4.788	-0.0296	4.221	0.0644	4.963	0.0819
3.29	0.497	-0.0045	0.691	-0.0057	1.742	-0.0148	1.812	0.0296	2.366	0.039	3.688	-0.0121	3.444	0.0556	4.348	-0.0401	4.963	0.074	4.963	0.0602
3.291	0.443	-0.0045	0.692	0.004	1.571	-0.0154	2.175	0.0357	2.803	0.0417	3.362	-0.0293	4.048	0.0562	3.912	-0.041	4.963	0.0426	4.963	-0.0009
3.292	0.394	-0.0042	0.802	0.0133	1.401	-0.0151	2.454	0.02	3.069	0.0167	3.031	-0.0305	4.39	0.02	3.489	-0.0404	4.963	-0.0187	4.963	-0.0483
3.293	0.351	-0.0033	0.982	0.0188	1.243	-0.0145	2.431	-0.0108	2.957	-0.0202	2.705	-0.0302	4.214	-0.0299	3.113	-0.032	4.963	-0.0453	4.963	-0.0507
3.294	0.342	0.0012	1.155	0.0145	1.135	-0.0069	2.212	-0.0196	2.681	-0.0244	2.402	-0.0274	3.821	-0.0356	2.987	-0.0018	4.558	-0.0468	4.633	-0.0507
3.295	0.392	0.0073	1.181	-0.0021	1.174	0.0091	1.991	-0.0196	2.412	-0.0247	2.236	-0.0084	3.436	-0.0356	3.252	0.0357	4.074	-0.0459	4.121	-0.048
3.296	0.491	0.0103	1.077	-0.009	1.37	0.0224	1.777	-0.0199	2.147	-0.0244	2.359	0.0203	3.061	-0.035	3.825	0.0604	3.622	-0.041	3.79	-0.0214
3.297	0.588	0.0088	0.976	-0.009	1.656	0.0287	1.577	-0.0178	1.911	-0.0202	2.747	0.0429	2.73	-0.0274	4.504	0.0641	3.405	-0.0096	3.901	0.0242
3.298	0.593	-0.0027	0.872	-0.0093	1.904	0.0194	1.462	-0.006	1.822	-0.0018	3.271	0.0514	2.638	0.0009	4.923	0.0272	3.619	0.0321	4.464	0.0638
3.299	0.539	-0.0039	0.773	-0.0087	1.917	-0.0057	1.545	0.0142	1.986	0.0227	3.677	0.0303	2.9	0.0339	4.787	-0.0287	4.209	0.0644	4.963	0.0819
3.3	0.489	-0.0042	0.692	-0.006	1.748	-0.0148	1.816	0.0293	2.354	0.0387	3.679	-0.0121	3.431	0.0556	4.347	-0.0404	4.963	0.074	4.963	0.0607
3.301	0.437	-0.0042	0.689	0.0034	1.578	-0.0154	2.18	0.0351	2.794	0.042	3.351	-0.0293	4.037	0.0568	3.911	-0.0407	4.963	0.0429	4.963	-0.0012
3.302	0.387	-0.0042	0.795	0.013	1.41	-0.0154	2.452	0.02	3.069	0.017	3.022	-0.0302	4.392	0.0218	3.489	-0.0404	4.963	-0.0178	4.963	-0.0483
3.303	0.345	-0.0027	0.972	0.0185	1.249	-0.0145	2.429	-0.0108	2.965	-0.0199	2.697	-0.0302	4.228	-0.029	3.112	-0.0323	4.963	-0.045	4.963	-0.051
3.304	0.34	0.0015	1.146	0.0145	1.139	-0.0072	2.209	-0.0193	2.69	-0.0241	2.394	-0.0274	3.832	-0.0353	2.982	-0.0021	4.56	-0.0465	4.641	-0.0507
3.305	0.396	0.0073	1.176	-0.0021	1.173	0.0085	1.988	-0.0196	2.42	-0.0247	2.223	-0.0093	3.45	-0.0365	3.243	0.0354	4.074	-0.0462	4.127	-0.048
3.306	0.496	0.0109	1.074	-0.0084	1.365	0.0221	1.775	-0.0196	2.154	-0.0244	2.343	0.02	3.073	-0.035	3.815	0.0604	3.624	-0.0407	3.798	-0.0208
3.307	0.595	0.0088	0.972	-0.009	1.649	0.0287	1.574	-0.0181	1.917	-0.0205	2.732	0.0432	2.739	-0.0278	4.496	0.0644	3.399	-0.0105	3.912	0.0242
3.308	0.599	-0.0024	0.868	-0.009	1.898	0.0194	1.454	-0.0063	1.822	-0.0021	3.258	0.052	2.639	0	4.926	0.0281	3.61	0.0321	4.473	0.0635
3.309	0.548	-0.0042	0.77	-0.0087	1.913	-0.0057	1.533	0.0136	1.982	0.0221	3.679	0.0315	2.894	0.033	4.794	-0.0284	4.196	0.0635	4.963	0.0813
3.31	0.496	-0.0045	0.691	-0.0057	1.743	-0.0148	1.804	0.0296	2.349	0.0387	3.688	-0.0108	3.421	0.0553	4.355	-0.0398	4.956	0.0743	4.963	0.0592
3.311	0.443	-0.0042	0.691	0.0034	1.572	-0.0154	2.168	0.0357	2.788	0.0426	3.365	-0.0293	4.027	0.0571	3.918	-0.041	4.963	0.0438	4.963	-0.0021
3.312	0.393	-0.0045	0.798	0.0133	1.403	-0.0154	2.45	0.0206	3.073	0.0182	3.034	-0.0302	4.394	0.023	3.496	-0.0404	4.963	-0.0166	4.963	-0.0483
3.313	0.351	-0.003	0.978	0.0188	1.244	-0.0145	2.432	-0.0102	2.975	-0.0196	2.712	-0.0302	4.245	-0.0287	3.116	-0.0326	4.963	-0.0453	4.963	-0.051
3.314	0.341	0.0012	1.153	0.0151	1.134	-0.0072	2.214	-0.0193	2.699	-0.0244	2.406	-0.0274	3.848	-0.0356	2.986	-0.0021	4.569	-0.0462	4.618	-0.0507
3.315	0.392	0.0073	1.187	-0.0018	1.169	0.0085	1.994	-0.0196	2.426	-0.0247	2.234	-0.0093	3.466	-0.0365	3.243	0.0351	4.083	-0.0462	4.108	-0.048
3.316	0.489	0.0103	1.083	-0.0084	1.361	0.0224	1.78	-0.0199	2.164	-0.0244	2.351	0.0197	3.086	-0.0356	3.813	0.0607	3.631	-0.041	3.776	-0.0211
3.317	0.587	0.0085	0.981	-0.009	1.649	0.0287	1.579	-0.0181	1.923	-0.0205	2.737	0.0432	2.75	-0.0284	4.494	0.0644	3.404	-0.0108	3.896	0.0245
3.318	0.59	-0.0027	0.878	-0.009	1.899	0.0197	1.46	-0.006	1.83	-0.0018	3.26	0.0514	2.646	-0.0009	4.927	0.0287	3.607	0.0315	4.462	0.0638
3.319	0.539	-0.0042	0.778	-0.009	1.919	-0.0051	1.539	0.0136	1.984	0.0218	3.68	0.0318	2.893	0.0327	4.805	-0.0274	4.195	0.0635	4.963	0.0822
3.32	0.488	-0.0042	0.698	-0.006	1.749	-0.0148	1.81	0.0293	2.348	0.0384	3.692	-0.0111	3.409	0.0547	4.364	-0.0398	4.954	0.0747	4.963	0.0602
3.321	0.436	-0.0045	0.691	0.0027	1.579	-0.0151	2.17	0.0354	2.783	0.0423	3.369	-0.0293	4.015	0.0568	3.927	-0.041	4.963	0.0447	4.963	-0.0012
3.322	0.386	-0.0042	0.795	0.0133	1.411	-0.0154	2.454	0.0209	3.066	0.0179	3.037	-0.0305	4.382	0.0224	3.503	-0.0404	4.963	-0.016	4.963	-0.0486
3.323	0.344	-0.003	0.97	0.0182	1.25	-0.0145	2.437	-0.0099	2.969	-0.0196	2.712	-0.0299	4.238	-0.0278	3.125	-0.0326	4.963	-0.0453	4.963	-0.0507
3.324	0.339	0.0019	1.144	0.0148	1.137	-0.0072	2.218	-0.0196	2.692	-0.0241	2.407	-0.0278	3.842	-0.0356	2.99	-0.0024	4.581	-0.0468	4.636	-0.051
3.325	0.394	0.0073	1.175	-0.0018	1.167	0.0079	1.997	-0.0196	2.424	-0.025	2.233	-0.0093	3.457	-0.0356	3.246	0.0345	4.098	-0.0459	4.125	-0.048
3.326	0.496	0.0109	1.074	-0.0084	1.355	0.0218	1.784	-0.0196	2.159	-0.0241	2.346	0.0194	3.079	-0.0353	3.81	0.0599	3.643	-0.0417	3.796	-0.0211
3.327	0.594	0.0085	0.971	-0.0093	1.642	0.0287	1.581	-0.0181	1.917	-0.0211	2.73	0.0429	2.742	-0.0287	4.488	0.0644	3.413	-0.0111	3.913	0.0245
3.328	0.602	-0.0021	0.868	-0.009	1.894	0.0203	1.462	-0.0066	1.818	-0.0027	3.252	0.0514	2.629	-0.0015	4.917	0.0281	3.611	0.0305	4.476	0.0635
3.329	0.55	-0.0045	0.769	-0.0087	1.921	-0.0048	1.534	0.0133	1.968	0.0215	3.67	0.0318	2.871	0.0321	4.793	-0.0274	4.189	0.0632	4.963	0.0816
3.33	0.498	-0.0042	0.691	-0.006	1.753	-0.0148	1.803	0.0293	2.328	0.0387	3.686	-0.0108	3.388	0.0547	4.354	-0.0404	4.943	0.074	4.963	0.0595
3.331	0.444	-0.0042	0.687	0.0031	1.581	-0.0154	2.162	0.0354	2.771	0.0426	3.363	-0.0293	4	0.0583	3.918	-0.0407	4.963	0.0444	4.963	-0.0021
3.332	0.396	-0.0042	0.795	0.0133	1.413	-0.0151	2.446	0.0209	3.067	0.0194	3.033	-0.0302	4.389	0.0248	3.495	-0.0404	4.963	-0.016	4.963	-0.0486
3.333	0.352	-0.0033	0.972	0.0182	1.253	-0.0145	2.43	-0.0099	2.982	-0.0187	2.707	-0.0299	4.26	-0.0262	3.113	-0.0326	4.963	-0.045	4.963	-0.0507
3.334	0.342	0.0012	1.15	0.0154	1.14	-0.0075	2.212	-0.0193	2.705	-0.0241	2.405	-0.0278	3.866	-0.0353	2.976	-0.0027	4.569	-0.0468	4.627	-0.0507
3.335	0.392	0.007	1.185	-0.0018	1.172	0.0082	1.991	-0.0199	2.435	-0.025	2.228	-0.0096	3.479	-0.0359	3.229	0.0345	4.083	-0.0459	4.115	-0.048
3.336	0.49	0.0106	1.085	-0.0084	1.359	0.0218	1.778	-0.0196	2.17	-0.0244	2.342	0.0194	3.098	-0.035	3.797	0.0604	3.631	-0.0414	3.788	-0.0205
3.337	0.585	0.0082	0.982	-0.009	1.644	0.0284	1.577	-0.0181	1.928	-0.0214	2.725	0.0429	2.76	-0.029	4.479	0.065	3.394	-0.0114	3.908	0.0248
3.338	0.589	-0.0024	0.879	-0.009	1.896	0.0197	1.458	-0.0063	1.827	-0.0027	3.248	0.052	2.641	-0.0021	4.925	0.0293	3.591	0.0305	4.474	0.0644
3.339	0.538	-0.0042	0.779	-0.009	1.92	-0.0048	1.531	0.0136	1.974	0.0209	3.672	0.0318	2.875	0.0311	4.812	-0.0266	4.166	0.0632	4.963	0.0816
3.34	0.486	-0.0042	0.698	-0.0063	1.752	-0.0148	1.801	0.0293	2.332	0.0384	3.693	-0.0102	3.385	0.0541	4.373	-0.0401	4.93	0.075	4.963	0.0595
3.341	0.434	-0.0042	0.689	0.0027	1.581	-0.0154	2.162	0.0357	2.771	0.0423	3.372	-0.0296	3.993	0.0577	3.934	-0.041	4.963	0.0459	4.963	-0.0024
3.342	0.386	-0.0039	0.791	0.0127	1.412	-0.0157	2.45	0.0215	3.067	0.0194	3.04	-0.0302	4.383	0.0254	3.512	-0.0404	4.963	-0.0142	4.963	-0.0486
3.343	0.344	-0.003	0.966	0.0185	1.253	-0.0145	2.441	-0.0093	2.986	-0.0181	2.715	-0.0302	4.264	-0.0253	3.127	-0.0332	4.963	-0.0453	4.963	-0.051
3.344	0.338	0.0015	1.144	0.0151	1.137	-0.0075	2.223	-0.0193	2.707	-0.0244	2.412	-0.0278	3.867	-0.035	2.987	-0.003	4.592	-0.0462	4.625	-0.0507
3.345	0.393	0.0076	1.181	-0.0012	1.162	0.0076	2.001	-0.0196	2.438	-0.025	2.232	-0.0102	3.484	-0.0365	3.234	0.0339	4.108	-0.0462	4.114	-0.048
3.346	0.496	0.0109	1.08	-0.0087	1.347	0.0218	1.788	-0.0196	2.172	-0.0244	2.339	0.0188	3.103	-0.035	3.796	0.0599	3.652	-0.0417	3.787	-0.0205
3.347	0.594	0.0088	0.977	-0.009	1.633	0.0284	1.585	-0.0184	1.932	-0.0214	2.719	0.0423	2.761	-0.0293	4.476	0.0644	3.411	-0.0124	3.908	0.0248
3.348	0.602	-0.0024	0.874	-0.0093	1.89	0.0206	1.463	-0.0069	1.823	-0.0036	3.243	0.052	2.634	-0.0024	4.92	0.0299	3.6	0.0299	4.476	0.0641
3.349	0.549	-0.0039	0.775	-0.0084	1.921	-0.0039	1.531	0.0127	1.966	0.0206	3.672	0.0327	2.863	0.0308	4.813	-0.0262	4.17	0.0629	4.963	0.0819
3.35	0.497	-0.0045	0.694	-0.006	1.754	-0.0148	1.797	0.0293	2.319	0.0381	3.699	-0.0093	3.369	0.0541	4.371	-0.0398	4.928	0.0747	4.963	0.0595
3.351	0.444	-0.0042	0.691	0.0031	1.584	-0.0154	2.157	0.0354	2.761	0.0426	3.38	-0.0293	3.978	0.058	3.935	-0.041	4.963	0.0459	4.963	-0.0024
3.352	0.396	-0.0042	0.795	0.0127	1.415	-0.0154	2.447	0.0215	3.06	0.0197	3.046	-0.0302	4.375	0.026	3.509	-0.0401	4.963	-0.0142	4.963	-0.0483
3.353	0.352	-0.0033	0.971	0.0185	1.255	-0.0145	2.442	-0.0093	2.986	-0.0175	2.724	-0.0302	4.267	-0.0244	3.127	-0.0332	4.963	-0.0453	4.963	-0.051
3.354	0.341	0.0012	1.146	0.0151	1.14	-0.0078	2.226	-0.0193	2.707	-0.0244	2.417	-0.0278	3.869	-0.0353	2.983	-0.0033	4.591	-0.0465	4.624	-0.0507
3.355	0.392	0.0073	1.185	-0.0012	1.166	0.0076	2.003	-0.0199	2.438	-0.0247	2.239	-0.0099	3.485	-0.0359	3.229	0.0336	4.109	-0.0462	4.114	-0.0483
3.356	0.49	0.0103	1.085	-0.0087	1.352	0.0218	1.79	-0.0196	2.172	-0.0244	2.344	0.0185	3.108	-0.0356	3.79	0.0599	3.651	-0.042	3.786	-0.0205
3.357	0.587	0.0088	0.981	-0.009	1.637	0.0287	1.587	-0.0181	1.929	-0.0211	2.721	0.0423	2.762	-0.0293	4.47	0.065	3.408	-0.0124	3.909	0.0251
3.358	0.593	-0.0024	0.877	-0.009	1.893	0.0206	1.464	-0.0066	1.821	-0.0036	3.241	0.0511	2.632	-0.0036	4.915	0.0296	3.591	0.0293	4.479	0.0641
3.359	0.541	-0.0042	0.778	-0.0087	1.928	-0.0039	1.533	0.0127	1.96	0.0206	3.664	0.0323	2.852	0.0303	4.811	-0.0256	4.162	0.0629	4.963	0.0822
3.36	0.489	-0.0045	0.695	-0.0066	1.76	-0.0148	1.798	0.029	2.313	0.0375	3.688	-0.0099	3.355	0.0535	4.37	-0.0404	4.917	0.074	4.963	0.0592
3.361	0.437	-0.0039	0.686	0.0027	1.59	-0.0151	2.156	0.0351	2.754	0.0432	3.37	-0.0293	3.966	0.0586	3.934	-0.0407	4.963	0.0466	4.963	-0.0021
3.362	0.388	-0.0042	0.784	0.0121	1.421	-0.0154	2.444	0.0218	3.06	0.0203	3.039	-0.0305	4.375	0.0269	3.509	-0.0404	4.963	-0.0136	4.963	-0.0486
3.363	0.346	-0.0027	0.961	0.0185	1.26	-0.0145	2.438	-0.0093	2.993	-0.0166	2.713	-0.0299	4.277	-0.0232	3.127	-0.0332	4.963	-0.0447	4.963	-0.0507
3.364	0.34	0.0015	1.139	0.0151	1.143	-0.0081	2.22	-0.0193	2.715	-0.0244	2.408	-0.0281	3.884	-0.0353	2.98	-0.0042	4.592	-0.0465	4.63	-0.051
3.365	0.396	0.0076	1.18	-0.0009	1.164	0.0073	2	-0.0202	2.446	-0.0247	2.227	-0.0102	3.497	-0.0359	3.222	0.0336	4.108	-0.0459	4.118	-0.048
3.366	0.496	0.0106	1.079	-0.0087	1.344	0.0215	1.787	-0.0196	2.181	-0.0244	2.327	0.0182	3.12	-0.0356	3.78	0.0595	3.65	-0.0423	3.795	-0.0205
3.367	0.594	0.0088	0.977	-0.0087	1.628	0.0284	1.584	-0.0187	1.936	-0.0214	2.707	0.0426	2.771	-0.0299	4.462	0.0653	3.402	-0.013	3.92	0.0254
3.368	0.601	-0.0024	0.874	-0.009	1.885	0.0206	1.458	-0.0069	1.821	-0.0045	3.229	0.052	2.633	-0.0042	4.915	0.0305	3.582	0.029	4.488	0.0638
3.369	0.549	-0.0042	0.776	-0.0087	1.921	-0.0036	1.523	0.0124	1.955	0.02	3.664	0.0336	2.844	0.0296	4.817	-0.025	4.147	0.0626	4.963	0.0816
3.37	0.496	-0.0045	0.694	-0.006	1.755	-0.0148	1.788	0.0293	2.304	0.0375	3.7	-0.009	3.345	0.0535	4.381	-0.0401	4.905	0.0747	4.963	0.0583
3.371	0.444	-0.0042	0.688	0.0027	1.586	-0.0154	2.146	0.0354	2.747	0.0432	3.382	-0.029	3.957	0.0586	3.94	-0.0407	4.963	0.0475	4.963	-0.0033
3.372	0.393	-0.0042	0.79	0.013	1.417	-0.0157	2.441	0.0224	3.06	0.0215	3.051	-0.0302	4.376	0.0284	3.518	-0.0404	4.963	-0.0121	4.963	-0.0486
3.373	0.352	-0.0033	0.969	0.0185	1.256	-0.0145	2.442	-0.009	3	-0.016	2.725	-0.0302	4.291	-0.022	3.131	-0.0335	4.963	-0.045	4.963	-0.0507
3.374	0.34	0.0012	1.145	0.016	1.139	-0.0081	2.226	-0.019	2.722	-0.0241	2.42	-0.0281	3.9	-0.035	2.982	-0.0042	4.602	-0.0465	4.612	-0.0507
3.375	0.391	0.007	1.191	-0.0009	1.162	0.0073	2.004	-0.0202	2.453	-0.0247	2.236	-0.0105	3.509	-0.0365	3.218	0.0327	4.117	-0.0462	4.099	-0.048
3.376	0.488	0.0106	1.089	-0.0084	1.343	0.0215	1.792	-0.0196	2.191	-0.0244	2.338	0.0182	3.135	-0.0353	3.776	0.0595	3.659	-0.0423	3.778	-0.0202
3.377	0.585	0.0085	0.987	-0.0093	1.627	0.0287	1.589	-0.0184	1.943	-0.0214	2.712	0.0423	2.783	-0.0302	4.459	0.0653	3.405	-0.0139	3.904	0.0257
3.378	0.591	-0.0024	0.883	-0.009	1.888	0.0209	1.462	-0.0069	1.827	-0.0045	3.232	0.0514	2.639	-0.0048	4.917	0.0315	3.579	0.0287	4.48	0.0647
3.379	0.539	-0.0045	0.784	-0.009	1.929	-0.003	1.528	0.0124	1.957	0.0197	3.665	0.0336	2.842	0.0287	4.828	-0.0244	4.14	0.062	4.963	0.0819
3.38	0.488	-0.0042	0.7	-0.006	1.764	-0.0148	1.792	0.0293	2.307	0.0375	3.703	-0.0084	3.335	0.0532	4.389	-0.0398	4.901	0.075	4.963	0.0592
3.381	0.436	-0.0042	0.689	0.0022	1.593	-0.0151	2.15	0.0354	2.741	0.0426	3.385	-0.0293	3.942	0.0583	3.949	-0.041	4.963	0.0484	4.963	-0.003
3.382	0.387	-0.0039	0.785	0.0124	1.424	-0.0157	2.444	0.0224	3.05	0.0215	3.054	-0.0302	4.361	0.0287	3.527	-0.0404	4.963	-0.0111	4.963	-0.0483
3.383	0.345	-0.0033	0.96	0.0179	1.264	-0.0145	2.447	-0.0084	2.993	-0.0157	2.727	-0.0302	4.283	-0.0214	3.142	-0.0338	4.963	-0.045	4.963	-0.051
3.384	0.339	0.0015	1.138	0.0157	1.143	-0.0087	2.23	-0.019	2.716	-0.0241	2.421	-0.0281	3.89	-0.035	2.987	-0.0042	4.616	-0.0462	4.626	-0.0507
3.385	0.393	0.0073	1.179	-0.0009	1.16	0.007	2.009	-0.0199	2.446	-0.025	2.235	-0.0108	3.504	-0.0365	3.222	0.0327	4.132	-0.0462	4.114	-0.048
3.386	0.495	0.0109	1.08	-0.0084	1.338	0.0212	1.797	-0.0196	2.183	-0.0241	2.332	0.0179	3.126	-0.0353	3.774	0.0592	3.671	-0.0423	3.793	-0.0199
3.387	0.594	0.0088	0.977	-0.0093	1.62	0.0284	1.592	-0.0187	1.936	-0.0217	2.703	0.0417	2.776	-0.0308	4.452	0.0647	3.417	-0.0139	3.919	0.0251
3.388	0.602	-0.0021	0.874	-0.0087	1.884	0.0215	1.464	-0.0072	1.815	-0.0048	3.224	0.0514	2.623	-0.0054	4.905	0.0308	3.584	0.0278	4.49	0.0644
3.389	0.549	-0.0045	0.775	-0.009	1.928	-0.0024	1.526	0.0121	1.942	0.0191	3.657	0.0336	2.823	0.0284	4.815	-0.0241	4.143	0.0614	4.963	0.0819
3.39	0.497	-0.0042	0.694	-0.006	1.765	-0.0148	1.786	0.029	2.29	0.0375	3.697	-0.0081	3.315	0.0532	4.375	-0.0401	4.892	0.074	4.963	0.0586
3.391	0.444	-0.0048	0.685	0.0024	1.595	-0.0154	2.142	0.0354	2.728	0.0429	3.38	-0.0293	3.929	0.0595	3.94	-0.0407	4.963	0.0478	4.963	-0.0033
3.392	0.396	-0.0039	0.785	0.0127	1.424	-0.0151	2.436	0.0224	3.051	0.023	3.049	-0.0302	4.365	0.0303	3.515	-0.0404	4.963	-0.0114	4.963	-0.0486
3.393	0.352	-0.0033	0.963	0.0182	1.265	-0.0145	2.441	-0.0084	3.006	-0.0148	2.725	-0.0302	4.307	-0.0193	3.13	-0.0338	4.963	-0.0447	4.963	-0.051
3.394	0.342	0.0012	1.143	0.016	1.145	-0.0081	2.223	-0.0193	2.732	-0.0241	2.417	-0.0278	3.915	-0.035	2.974	-0.0048	4.604	-0.0465	4.618	-0.0507
3.395	0.391	0.007	1.189	-0.0006	1.164	0.007	2.003	-0.0199	2.46	-0.025	2.233	-0.0108	3.527	-0.0359	3.205	0.0327	4.12	-0.0459	4.109	-0.048
3.396	0.489	0.0106	1.091	-0.0084	1.342	0.0212	1.79	-0.0193	2.198	-0.0244	2.325	0.0179	3.149	-0.0356	3.758	0.0595	3.659	-0.0429	3.786	-0.0199
3.397	0.584	0.0085	0.988	-0.009	1.624	0.0284	1.587	-0.0184	1.948	-0.0217	2.701	0.042	2.799	-0.0311	4.442	0.0656	3.399	-0.0145	3.915	0.0257
3.398	0.591	-0.0024	0.884	-0.009	1.885	0.0212	1.459	-0.0072	1.824	-0.0051	3.219	0.0517	2.639	-0.006	4.91	0.0323	3.561	0.0272	4.487	0.0644
3.399	0.537	-0.0042	0.784	-0.0087	1.929	-0.0027	1.523	0.0121	1.946	0.0185	3.658	0.0339	2.829	0.0275	4.833	-0.0229	4.12	0.0617	4.963	0.0819
3.4	0.488	-0.0042	0.7	-0.0066	1.765	-0.0145	1.783	0.029	2.29	0.0372	3.703	-0.0078	3.315	0.052	4.395	-0.0401	4.878	0.0747	4.963	0.0583
3.401	0.434	-0.0042	0.687	0.0022	1.595	-0.0154	2.142	0.0354	2.728	0.0426	3.387	-0.0293	3.92	0.0592	3.957	-0.0407	4.963	0.0496	4.963	-0.0033
3.402	0.386	-0.0042	0.781	0.0121	1.425	-0.0154	2.441	0.023	3.049	0.023	3.056	-0.0302	4.36	0.0305	3.533	-0.0404	4.963	-0.0096	4.963	-0.0486
3.403	0.342	-0.003	0.955	0.0182	1.265	-0.0148	2.449	-0.0081	3.01	-0.0145	2.731	-0.0302	4.307	-0.019	3.145	-0.0338	4.963	-0.0447	4.963	-0.051
3.404	0.338	0.0015	1.137	0.016	1.143	-0.0084	2.233	-0.0193	2.731	-0.0244	2.423	-0.0284	3.918	-0.035	2.986	-0.0051	4.626	-0.0468	4.614	-0.0507
